type,dust,wr,games,duration,card_0,card_1,card_2,card_3,card_4,card_5,card_6,card_7,card_8,card_9,card_10,card_11,card_12,card_13,card_14,card_15,card_16,card_17,card_18,card_19,card_20,card_21,card_22,card_23,card_24,card_25,card_26,card_27,card_28,card_29,wins,hero
Galakrond Rogue,13760,0.544,1000,8.5,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,544.0,Rogue
Highlander Hunter,15440,0.544,17000,6.5,Blazing Battlemage,Dwarven Sharpshooter,Springpaw,Tracking,Corrosive Breath,Faerie Dragon,Injured Tol'vir,Zephrys the Great,Animal Companion,Desert Spear,Diving Gryphon,Kill Command,Primordial Explorer,SN1P-SN4P,Stormhammer,Unleash the Hounds,Ursatron,Dragonbane,Escaped Manasaber,Evasive Feywing,Frenzied Felwing,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Rotnest Drake,Zilliax,Veranus,Dinotamer Brann,Siamat,Dragonqueen Alexstrasza,9248.0,Hunter
Quest Druid,10660,0.5429999999999999,2400,8.6,Innervate,Crystal Power,Untapped Potential,Worthy Expedition,Crystal Merchant,Power of the Wild,Rising Winds,Wrath,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Keeper of the Grove,Swipe,Anubisath Defender,Oasis Surger,Starfall,Hidden Oasis,Nourish,Cenarius,"Ysera, Unleashed",,,,,,,,,,,1303.1999999999998,Druid
Quest Resurrect Priest,11600,0.5429999999999999,1500,10.1,Forbidden Words,Activate the Obelisk,Penance,Seance,Breath of the Infinite,Shadow Word: Death,Archmage Vargoth,Mass Dispel,Psychopomp,Convincing Infiltrator,Mass Hysteria,Sandhoof Waterbearer,Zilliax,Khartut Defender,Batterhead,Catrina Muerte,Mass Resurrection,Plague of Death,Zerek's Cloning Gallery,,,,,,,,,,,,814.4999999999999,Priest
Highlander Mage,19220,0.5429999999999999,1900,8.9,Arcane Breath,Ray of Frost,Acidic Swamp Ooze,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Bad Luck Albatross,Frost Nova,Scalerider,SN1P-SN4P,Stargazer Luna,Conjurer's Calling,Spellbreaker,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,Mountain Giant,1031.6999999999998,Mage
Face Hunter,3480,0.5429999999999999,3000,5.6,Arcane Shot,Dwarven Sharpshooter,Leper Gnome,Timber Wolf,Toxic Reinforcements,Tracking,Explosive Trap,Freezing Trap,Kobold Sandtrooper,Phase Stalker,Animal Companion,Eaglehorn Bow,Kill Command,Unleash the Hounds,Lifedrinker,Leeroy Jenkins,,,,,,,,,,,,,,,1628.9999999999998,Hunter
Highlander Mage,20380,0.5429999999999999,1400,9.4,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Bad Luck Albatross,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,The Amazing Reno,760.1999999999999,Mage
Galakrond Rogue,12160,0.5429999999999999,2400,8.2,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Skyvateer,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,The Black Knight,"Galakrond, the Nightmare",,,,,,,,,,,,1303.1999999999998,Rogue
Highlander Mage,20880,0.542,1600,8.5,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Dragonmaw Poacher,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,867.2,Mage
Highlander Mage,20720,0.542,4000,8.7,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Fireball,Spellbreaker,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,2168.0,Mage
Galakrond Rogue,13760,0.542,1100,8.5,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Spirit of the Shark,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,596.2,Rogue
Galakrond Warrior,6420,0.542,3600,7.6,Inner Rage,Risky Skipper,Town Crier,Armorsmith,Battle Rage,Ritual Chopper,Temple Berserker,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Bomb Wrangler,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,1951.2,Warrior
Galakrond Rogue,10760,0.541,1100,8.2,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Questing Adventurer,Seal Fate,Devoted Maniac,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,595.1,Rogue
Galakrond Rogue,10660,0.541,2000,8.6,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Skyvateer,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Lifedrinker,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,1082.0,Rogue
Quest Resurrect Priest,11460,0.541,1100,10.6,Forbidden Words,Activate the Obelisk,Penance,Shadow Word: Pain,Breath of the Infinite,Shadow Word: Death,Archmage Vargoth,Mass Dispel,Psychopomp,Convincing Infiltrator,Mass Hysteria,Sandhoof Waterbearer,Zilliax,Khartut Defender,Batterhead,Catrina Muerte,Mass Resurrection,Plague of Death,Zerek's Cloning Gallery,,,,,,,,,,,,595.1,Priest
Galakrond Rogue,18700,0.541,2000,8.7,Backstab,Shadowstep,Bloodsail Flybooter,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Blink Fox,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Hench-Clan Burglar,Spirit of the Shark,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,1082.0,Rogue
Embiggen Druid,8280,0.541,1000,7.6,Embiggen,Acornbearer,Strength in Numbers,Breath of Dreams,Crystal Merchant,Firetree Witchdoctor,Vicious Scalehide,Nightmare Amalgam,Vulpera Scoundrel,Frizz Kindleroost,Faceless Corruptor,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,Batterhead,,,,,,,,,,,,,,,541.0,Druid
Highlander Mage,20080,0.541,2700,10.0,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Amplifier,Arcane Intellect,Bad Luck Albatross,Frost Nova,SN1P-SN4P,Stargazer Luna,Bone Wraith,Conjurer's Calling,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,The Amazing Reno,1460.7,Mage
Galakrond Rogue,11080,0.541,2000,9.7,Backstab,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Underbelly Fence,Blink Fox,Edwin VanCleef,Seal Fate,SI:7 Agent,Devoted Maniac,Hench-Clan Burglar,Vendetta,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,1082.0,Rogue
Face Hunter,3520,0.541,1100,5.3,Arcane Shot,Blazing Battlemage,Dwarven Sharpshooter,Leper Gnome,Rapid Fire,Toxic Reinforcements,Tracking,Explosive Trap,Kobold Sandtrooper,Phase Stalker,Animal Companion,Eaglehorn Bow,Kill Command,Unleash the Hounds,Lifedrinker,Leeroy Jenkins,,,,,,,,,,,,,,,595.1,Hunter
Galakrond Rogue,10560,0.541,4400,8.4,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Escaped Manasaber,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,2380.4,Rogue
Highlander Mage,20380,0.54,4900,9.7,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Escaped Manasaber,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,The Amazing Reno,2646.0,Mage
Galakrond Rogue,18760,0.54,4000,8.7,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Blink Fox,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,SN1P-SN4P,Devoted Maniac,Hench-Clan Burglar,Spirit of the Shark,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,2160.0,Rogue
Highlander Mage,20780,0.54,1400,8.8,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Bone Wraith,Conjurer's Calling,Polymorph,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Puzzle Box of Yogg-Saron,Mountain Giant,756.0,Mage
Galakrond Rogue,10760,0.54,1000,8.8,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,Devoted Maniac,Lifedrinker,Spirit of the Shark,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,540.0,Rogue
Highlander Mage,18800,0.54,1200,8.8,Arcane Breath,Ray of Frost,Doomsayer,Zephrys the Great,Arcane Intellect,Frost Nova,Messenger Raven,Azure Explorer,Conjurer's Calling,Frizz Kindleroost,Polymorph,Twilight Drake,Big Ol' Whelp,"Malygos, Aspect of Magic",Rolling Fireball,Zilliax,Blizzard,Dragoncaster,Evasive Wyrm,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,648.0,Mage
Galakrond Rogue,10760,0.54,7400,8.2,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Skyvateer,Edwin VanCleef,EVIL Miscreant,Questing Adventurer,Seal Fate,Devoted Maniac,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,,3996.0000000000005,Rogue
Quest Druid,10700,0.54,2300,9.2,Innervate,Untapped Potential,Worthy Expedition,Crystal Merchant,Dragon Breeder,Power of the Wild,Wrath,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Anubisath Defender,Oasis Surger,Starfall,Hidden Oasis,Nourish,Cenarius,"Ysera, Unleashed",,,,,,,,,,,,,1242.0,Druid
Embiggen Druid,6680,0.539,1200,6.6,Embiggen,Strength in Numbers,Breath of Dreams,Faerie Dragon,Injured Tol'vir,Scalerider,SN1P-SN4P,Witching Hour,Dragonmaw Poacher,Evasive Feywing,Swipe,Big Ol' Whelp,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,Winged Guardian,,,,,,,,,,,,,646.8000000000001,Druid
Quest Druid,12120,0.539,1800,8.7,Innervate,Untapped Potential,Crystal Merchant,Power of the Wild,Rising Winds,Wrath,Zephrys the Great,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Anubisath Defender,Oasis Surger,Starfall,Hidden Oasis,Nourish,Cenarius,"Ysera, Unleashed",,,,,,,,,,,,,970.2,Druid
Galakrond Warrior,6520,0.539,2000,7.7,Inner Rage,Eternium Rover,Town Crier,Battle Rage,Cruel Taskmaster,Ritual Chopper,Temple Berserker,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,,1078.0,Warrior
Highlander Mage,20680,0.539,4000,9.2,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Escaped Manasaber,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,The Amazing Reno,Mountain Giant,2156.0,Mage
Face Hunter,2600,0.5379999999999999,2900,5.4,Arcane Shot,Dwarven Sharpshooter,Rapid Fire,Timber Wolf,Toxic Reinforcements,Tracking,Explosive Trap,Kobold Sandtrooper,Phase Stalker,Snake Trap,Animal Companion,Eaglehorn Bow,Ironbeak Owl,Kill Command,Unleash the Hounds,Lifedrinker,,,,,,,,,,,,,,,1560.1999999999998,Hunter
Galakrond Rogue,13760,0.5379999999999999,2900,8.7,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Lifedrinker,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,1560.1999999999998,Rogue
Galakrond Rogue,13660,0.5379999999999999,4900,8.4,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,2636.2,Rogue
Highlander Hunter,15540,0.5379999999999999,1000,6.9,Blazing Battlemage,Dwarven Sharpshooter,Springpaw,Tracking,Corrosive Breath,Faerie Dragon,Injured Tol'vir,Zephrys the Great,Animal Companion,Desert Spear,Diving Gryphon,Kill Command,Primordial Explorer,SN1P-SN4P,Stormhammer,Unleash the Hounds,Ursatron,Dragonbane,Dragonmaw Poacher,Escaped Manasaber,Evasive Feywing,Frenzied Felwing,Faceless Corruptor,Leeroy Jenkins,Rotnest Drake,Zilliax,Veranus,Dinotamer Brann,Siamat,Dragonqueen Alexstrasza,537.9999999999999,Hunter
Highlander Mage,19160,0.5379999999999999,8100,8.9,Arcane Breath,Ray of Frost,Acidic Swamp Ooze,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,Scalerider,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Spellbreaker,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,4357.799999999999,Mage
Galakrond Rogue,10560,0.537,1300,8.1,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Skyvateer,Edwin VanCleef,EVIL Miscreant,Seal Fate,Devoted Maniac,Boompistol Bully,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,698.1,Rogue
Quest Resurrect Priest,13260,0.537,1300,9.2,Activate the Obelisk,Spirit of the Dead,Penance,Bad Luck Albatross,Breath of the Infinite,Vivid Nightmare,Archmage Vargoth,Grave Rune,Mass Dispel,Psychopomp,Convincing Infiltrator,Mass Hysteria,Sandhoof Waterbearer,Zilliax,Khartut Defender,"Bwonsamdi, the Dead",Catrina Muerte,Mass Resurrection,Plague of Death,Zerek's Cloning Gallery,,,,,,,,,,,698.1,Priest
Highlander Mage,20880,0.537,2500,8.4,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Conjurer's Calling,Dragonmaw Poacher,Twilight Drake,Big Ol' Whelp,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,1342.5,Mage
Galakrond Rogue,20260,0.537,1100,8.2,Backstab,Shadowstep,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Blink Fox,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Devoted Maniac,Dragonmaw Poacher,Hench-Clan Burglar,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,The Black Knight,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,590.7,Rogue
Galakrond Rogue,15320,0.537,1900,8.6,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SN1P-SN4P,Archmage Vargoth,Devoted Maniac,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,1020.3000000000001,Rogue
Highlander Mage,20780,0.537,2700,9.2,Arcane Breath,Ray of Frost,Book of Specters,Doomsayer,Firetree Witchdoctor,Zephrys the Great,Arcane Intellect,Frost Nova,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Conjurer's Calling,Twilight Drake,"Malygos, Aspect of Magic",Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Luna's Pocket Galaxy,Siamat,Power of Creation,Tortollan Pilgrim,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,The Amazing Reno,Mountain Giant,1449.9,Mage
Highlander Mage,18860,0.536,2600,9.2,Arcane Breath,Ray of Frost,Doomsayer,Firetree Witchdoctor,Frostbolt,Zephrys the Great,Arcane Intellect,Frost Nova,Scalerider,SN1P-SN4P,Azure Explorer,Conjurer's Calling,Frizz Kindleroost,Twilight Drake,Big Ol' Whelp,"Malygos, Aspect of Magic",Rolling Fireball,Zilliax,Blizzard,Dragoncaster,Khartut Defender,Reno the Relicologist,Crowd Roaster,Flamestrike,Siamat,Power of Creation,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,Mountain Giant,1393.6000000000001,Mage
Mech Paladin,6940,0.536,2300,5.8,Brazen Zealot,Crystology,Glow-Tron,Hot Air Balloon,Righteous Cause,Air Raid,Galvanizer,Micro Mummy,Goboglide Tech,Sky Claw,SN1P-SN4P,Annoy-o-Module,Cult Master,Explodinator,Replicating Menace,Leeroy Jenkins,Wargear,Zilliax,,,,,,,,,,,,,1232.8000000000002,Paladin
Highlander Mage,18100,0.536,1200,9.6,Arcane Breath,Ancient Mysteries,Faerie Dragon,Firetree Witchdoctor,Frostbolt,Zephrys the Great,Arcane Intellect,Counterspell,Flame Ward,Ice Barrier,SN1P-SN4P,Arcane Keysmith,Conjurer's Calling,Fireball,Polymorph,Twilight Drake,Dragonmaw Scorcher,"Malygos, Aspect of Magic",Rolling Fireball,Zilliax,Dragoncaster,Khartut Defender,Reno the Relicologist,Flamestrike,Siamat,Jepetto Joybuzz,Power of Creation,Alexstrasza,Dragonqueen Alexstrasza,Kalecgos,643.2,Mage
Galakrond Warrior,10380,0.536,4700,9.4,Eternium Rover,Shield Slam,Town Crier,Acidic Swamp Ooze,Ritual Chopper,Warpath,Acolyte of Pain,Awaken!,Shield Block,Devoted Maniac,Scion of Ruin,Spellbreaker,Brawl,Leeroy Jenkins,Plague of Wrath,Shield of Galakrond,Zilliax,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,2519.2000000000003,Warrior
Galakrond Rogue,18600,0.536,4100,9.4,Backstab,Shadowstep,Bloodsail Flybooter,Dragon's Hoard,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Underbelly Fence,Zephrys the Great,Bad Luck Albatross,Edwin VanCleef,EVIL Miscreant,Fan of Knives,Seal Fate,SN1P-SN4P,Bone Wraith,Devoted Maniac,Hench-Clan Burglar,Vendetta,Faceless Corruptor,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",Siamat,Dragonqueen Alexstrasza,2197.6,Rogue
Galakrond Warrior,6640,0.536,2800,7.2,Inner Rage,Eternium Rover,Town Crier,Battle Rage,Cruel Taskmaster,Ritual Chopper,Temple Berserker,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Frothing Berserker,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,1500.8000000000002,Warrior
Galakrond Rogue,12260,0.535,14000,9.1,Backstab,Shadowstep,Pharaoh Cat,Praise Galakrond!,Eviscerate,Sap,Edwin VanCleef,EVIL Miscreant,Seal Fate,SI:7 Agent,Devoted Maniac,Lifedrinker,Leeroy Jenkins,Shield of Galakrond,Zilliax,Flik Skyshiv,Heistbaron Togwaggle,Kronx Dragonhoof,"Galakrond, the Nightmare",,,,,,,,,,,,7490.0,Rogue
Highlander Mage,16580,0.535,2700,9.7,Arcane Breath,Blazing Battlemage,Crystallizer,Saronite Taskmaster,Violet Spellwing,Book of Specters,Dragon Breeder,Faerie Dragon,Firetree Witchdoctor,Frostbolt,Zephrys the Great,Arcane Amplifier,Scalerider,SN1P-SN4P,Stargazer Luna,Arcane Keysmith,Bone Wraith,Dragonmaw Poacher,Escaped Manasaber,Twilight Drake,Big Ol' Whelp,Cobalt Spellkin,"Malygos, Aspect of Magic",Zilliax,Khartut Defender,Reno the Relicologist,Siamat,Alexstrasza,Dragonqueen Alexstrasza,The Amazing Reno,1444.5,Mage
Galakrond Warrior,8220,0.535,1400,8.5,Inner Rage,Eternium Rover,Town Crier,Whirlwind,Armorsmith,Battle Rage,Ritual Chopper,Acolyte of Pain,Awaken!,Bloodsworn Mercenary,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Leeroy Jenkins,Plague of Wrath,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,749.0,Warrior
Embiggen Druid,6740,0.535,1300,6.5,Embiggen,Strength in Numbers,Breath of Dreams,Faerie Dragon,Injured Tol'vir,SN1P-SN4P,Witching Hour,Dragonmaw Poacher,Evasive Feywing,Swipe,Big Ol' Whelp,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,Winged Guardian,,,,,,,,,,,,,,695.5,Druid
Galakrond Warrior,9760,0.535,1100,6.9,Inner Rage,Eternium Rover,Town Crier,Cruel Taskmaster,Ritual Chopper,Temple Berserker,Awaken!,Bloodsworn Mercenary,Frothing Berserker,SN1P-SN4P,Devoted Maniac,Kor'kron Elite,Scion of Ruin,Leeroy Jenkins,Shield of Galakrond,Kronx Dragonhoof,"Galakrond, the Unbreakable",,,,,,,,,,,,,,588.5,Warrior
Quest Druid,12120,0.535,5600,8.6,Innervate,Untapped Potential,Crystal Merchant,Power of the Wild,Rising Winds,Wrath,Ferocious Howl,Wardruid Loti,Flobbidinous Floop,Swipe,Anubisath Defender,Oasis Surger,Starfall,Hidden Oasis,Nourish,Cenarius,"Ysera, Unleashed",King Phaoris,,,,,,,,,,,,,2996.0,Druid
Embiggen Druid,9740,0.534,1800,6.5,Embiggen,Strength in Numbers,Breath of Dreams,Faerie Dragon,Scalerider,SN1P-SN4P,Witching Hour,Archmage Vargoth,Evasive Feywing,Frizz Kindleroost,Swipe,Big Ol' Whelp,Leeroy Jenkins,Oasis Surger,Zilliax,Emerald Explorer,Evasive Wyrm,Winged Guardian,,,,,,,,,,,,,961.2,Druid
